year_month,state,district,enrolment_total,demographic_total,biometric_total,demo_update_rate,bio_update_rate,update_imbalance,demo_mom_delta,bio_mom_delta,z_demo_update_rate,z_bio_update_rate,stat_anomaly
2025-01,Andhra Pradesh,Palnadu,21,14796.0,6746.0,672.5454545454545,306.6363636363636,0.373671262126909,,,3.1667540888000416,3.170884566346657,True
2025-07,Andhra Pradesh,Palnadu,9,584.0,83.0,58.4,8.3,0.75,273.0,-55.0,-0.1047094208252815,-0.2758409834619136,True
2025-01,Andhra Pradesh,Parvathipuram Manyam,8,3514.0,7393.0,390.44444444444446,821.4444444444445,-0.3556105610561056,,,3.1652472982880107,3.174354541411223,True
2025-01,Andhra Pradesh,Prakasam,416,42403.0,143856.0,101.68585131894484,344.978417266187,-0.5446848491356169,,,3.0028649062002764,3.167687104015361,True
2025-01,Andhra Pradesh,Rangareddi,53,4332.0,31934.0,80.22222222222223,591.3703703703703,-0.7610775636253343,,,2.97038713948562,3.173754131881034,True
2025-01,Andhra Pradesh,Sri Potti Sriramulu Nellore,51,8750.0,6034.0,168.26923076923077,116.03846153846152,0.1836996956374704,,,3.1714488402103083,3.1739573435179422,True
2025-05,Andhra Pradesh,Sri Potti Sriramulu Nellore,61,527.0,89.0,8.5,1.435483870967742,0.7098865478119936,59.0,-82.0,-0.345276325302988,-0.332926587548405,True
2025-07,Andhra Pradesh,Sri Potti Sriramulu Nellore,49,662.0,71.0,13.24,1.42,0.8051771117166212,188.0,-70.0,-0.2409428613169845,-0.3334003984335377,True
2025-01,Andhra Pradesh,Sri Sathya Sai,16,9534.0,6497.0,560.8235294117648,382.1764705882353,0.1894336327345309,,,3.163508022333727,3.174497457909747,True
2025-07,Andhra Pradesh,Sri Sathya Sai,9,629.0,85.0,62.9,8.5,0.7608391608391608,207.0,-51.0,-0.0480729400036511,-0.274560140898974,True
2025-01,Andhra Pradesh,Srikakulam,112,73806.0,133231.0,653.1504424778761,1179.0353982300885,-0.287024604178943,,,3.168148459552029,3.173552658360642,True
2025-01,Andhra Pradesh,Tirupati,33,17638.0,6503.0,518.7647058823529,191.26470588235293,0.4612293927595062,,,3.1678778725205365,3.165760172040124,True
2025-07,Andhra Pradesh,Tirupati,39,761.0,103.0,19.025,2.575,0.7606936416184971,188.0,-32.0,-0.2815581605746049,-0.3259339192443875,True
2025-01,Andhra Pradesh,Visakhapatnam,149,78273.0,213914.0,521.82,1426.0933333333332,-0.4642250879570687,,,3.1692394439725557,3.174395634929553,True
2025-01,Andhra Pradesh,Vizianagaram,80,35279.0,105195.0,435.5432098765432,1298.7037037037037,-0.4977113365367503,,,3.166694445330699,3.1744200568422376,True
2025-01,Andhra Pradesh,Warangal,37,8149.0,28527.0,214.44736842105263,750.7105263157895,-0.5556070561932547,,,3.0852602935217965,3.1736763716851937,True
2025-01,Andhra Pradesh,West Godavari,143,57687.0,144894.0,400.6041666666667,1006.2083333333334,-0.4304775350228549,,,3.166340688954978,3.17421434092752,True
2025-01,Andhra Pradesh,Y. S. R,20,15829.0,5257.0,753.7619047619048,250.33333333333331,0.5013515436050647,,,3.1726864933117818,3.171857664499904,True
2025-01,Arunachal Pradesh,Changlang,33,1551.0,4065.0,45.61764705882353,119.55882352941175,-0.4475698771586256,,,3.067201764212816,3.162053504164536,True
2025-01,Arunachal Pradesh,East Kameng,4,66.0,2315.0,13.2,463.0,-0.9441645675902602,,,-0.0190358119135282,3.1635893167819007,True
2025-01,Arunachal Pradesh,East Siang,1,232.0,1540.0,116.0,770.0,-0.7377326565143824,,,3.016724184657793,3.173147995636027,True
2025-01,Arunachal Pradesh,Kamle,1,11.0,96.0,5.5,48.0,-0.7870370370370371,,,-0.4972784683374127,2.0402492573186337,True
2025-02,Arunachal Pradesh,Kamle,4,29.0,2.0,5.8,0.4,0.84375,18.0,-94.0,-0.4787463515049625,-0.4334275582905294,True
2025-03,Arunachal Pradesh,Kamle,1,76.0,4.0,38.0,2.0,0.8888888888888888,47.0,2.0,1.5103675218446886,-0.3502787577658517,True
2025-04,Arunachal Pradesh,Kamle,7,0.0,3.0,0.0,0.375,-0.75,-76.0,-1.0,-0.8370339435989991,-0.4347267582987275,True
2025-05,Arunachal Pradesh,Kamle,2,90.0,3.0,30.0,1.0,0.925531914893617,90.0,0.0,1.0161777396460177,-0.4022467580937753,True
2025-01,Arunachal Pradesh,Kra Daadi,5,134.0,914.0,22.33333333333333,152.33333333333334,-0.7435653002859867,,,1.997177204742758,2.2654174436397483,True
2025-01,Arunachal Pradesh,Kurung Kumey,7,30.0,2463.0,3.75,307.875,-0.9755412991178828,,,-0.3415538242006347,2.8315876533452857,True
2025-07,Arunachal Pradesh,Kurung Kumey,2,0.0,28.0,0.0,9.333333333333334,-0.9655172413793104,-20.0,15.0,-1.3396007130985934,-0.3794744960786018,True
2025-11,Arunachal Pradesh,Kurung Kumey,1,4.0,64.0,2.0,32.0,-0.8695652173913043,-27.0,-6.0,-0.8073090390196821,-0.1356757788020359,True
2025-12,Arunachal Pradesh,Kurung Kumey,3,8.0,64.0,2.0,16.0,-0.7671232876712328,4.0,0.0,-0.8073090390196821,-0.3077689909972589,True
2025-01,Arunachal Pradesh,Lohit,3,295.0,2169.0,73.75,542.25,-0.7602434077079108,,,2.324498832686212,3.004461976933705,True
2025-01,Arunachal Pradesh,Lower Subansiri,6,387.0,1682.0,55.285714285714285,240.28571428571428,-0.6256038647342995,,,2.965085919075502,3.165941466284897,True
2025-01,Arunachal Pradesh,Namsai,2,704.0,3664.0,234.66666666666663,1221.3333333333333,-0.6775005722133212,,,3.1218043387055334,3.1654540818100148,True
2025-07,Arunachal Pradesh,Namsai,2,28.0,221.0,9.333333333333334,73.66666666666667,-0.772,-23.0,133.0,-0.3694828823344365,-0.1776773148721322,True
2025-01,Arunachal Pradesh,Papum Pare,12,1581.0,5721.0,121.6153846153846,440.0769230769231,-0.566890319046967,,,3.0578676175550417,3.1617135856635845,True
2025-01,Arunachal Pradesh,Tawang,4,162.0,1092.0,32.4,218.4,-0.7410358565737052,,,2.5845594511358074,2.759908827496894,True
2025-08,Arunachal Pradesh,Tawang,2,10.0,80.0,3.333333333333333,26.666666666666668,-0.7692307692307693,3.0,46.0,-0.679402190817831,-0.1426821266123777,True
2025-01,Arunachal Pradesh,Tirap,1,272.0,818.0,136.0,409.0,-0.5004582951420715,,,3.136723088351523,3.1726248995572126,True
2025-01,Arunachal Pradesh,Upper Siang,1,67.0,771.0,33.5,385.5,-0.8390941597139452,,,1.6994221646321277,2.4692400526912555,True
2025-01,Arunachal Pradesh,West Kameng,90,262.0,3650.0,2.879120879120879,40.10989010989011,-0.8658318425760286,,,-1.1443622878759696,1.4637145192448051,True
2025-07,Arunachal Pradesh,West Siang,1,30.0,177.0,15.0,88.5,-0.7067307692307693,-25.0,70.0,-0.3352590903537347,1.1378366694841464,True
2025-01,Assam,Bajali,3,45.0,2.0,11.25,0.5,0.8958333333333334,,,-0.7791116878217085,0.2567762950450093,True
2025-02,Assam,Bajali,1,34.0,0.0,17.0,0.0,0.9714285714285714,-11.0,-2.0,0.257557582750978,-0.6419407376125233,True
2025-05,Assam,Bajali,1,44.0,1.0,22.0,0.5,0.9347826086956522,10.0,1.0,1.1590091223794012,0.2567762950450093,True
2025-06,Assam,Bajali,2,30.0,0.0,10.0,0.0,0.967741935483871,-14.0,-1.0,-1.0044745727288142,-0.6419407376125233,True
2025-08,Assam,Bajali,1,48.0,3.0,24.0,1.5,0.8653846153846154,18.0,3.0,1.5195897382307704,2.0542103603600745,True
2025-10,Assam,Bajali,1,25.0,0.0,12.5,0.0,0.9615384615384616,-23.0,-3.0,-0.5537488029146027,-0.6419407376125233,True
2025-12,Assam,Bajali,3,49.0,0.0,12.25,0.0,0.98,24.0,0.0,-0.5988213798960238,-0.6419407376125233,True
2025-01,Assam,Chirang,1909,2320.0,13794.0,1.2146596858638743,7.221989528795811,-0.7120074464784363,,,-1.8153656672932048,-0.8586995940762007,True
2025-01,Assam,Dima Hasao,219,14.0,1.0,0.0636363636363636,0.0045454545454545,0.8125,,,-1.2543805942160584,-0.6184173755435435,True
2025-02,Assam,Dima Hasao,1,23.0,0.0,11.5,0.0,0.9583333333333334,9.0,-1.0,1.7033333059981357,-0.6276148011004941,True
2025-03,Assam,Dima Hasao,1,3.0,0.0,1.5,0.0,0.75,-20.0,0.0,-0.8829030137440055,-0.6276148011004941,True
2025-06,Assam,Dima Hasao,2,23.0,1.0,7.666666666666667,0.3333333333333333,0.88,15.0,0.0,0.7119427167636484,0.0468630730758917,True
2025-12,Assam,Dima Hasao,1,12.0,0.0,6.0,0.0,0.9230769230769232,1.0,-4.0,0.2809033301399581,-0.6276148011004941,True
2025-04,Assam,Karbi Anglong,56,793.0,1188.0,13.912280701754383,20.84210526315789,-0.1992936427850656,126.0,171.0,3.0414170091567616,3.047489480357498,True
2025-12,Assam,North Cachar Hills,7,58.0,179.0,7.25,22.375,-0.5084033613445378,-16.0,34.0,0.2702117592389604,3.0169831913479435,True
2025-02,Assam,South Salmara Mankachar,28,570.0,85.0,19.655172413793103,2.931034482758621,0.739329268292683,-8428.0,-2084.0,0.2619242652666529,-0.2799801453499523,True
2025-05,Assam,South Salmara Mankachar,41,615.0,85.0,14.642857142857142,2.023809523809524,0.7560627674750356,-27.0,-40.0,-0.3836020399059547,-0.6069579902713241,True
2025-08,Assam,South Salmara Mankachar,63,741.0,100.0,11.578125,1.5625,0.7612826603325415,501.0,21.0,-0.7783029135708459,-0.7732210460316823,True
2025-09,Assam,South Salmara Mankachar,44,694.0,106.0,15.422222222222222,2.355555555555556,0.7340823970037453,-47.0,6.0,-0.2832291318049144,-0.4873916121073159,True
2025-11,Assam,South Salmara Mankachar,35,603.0,83.0,16.75,2.305555555555556,0.7569141193595342,82.0,-18.0,-0.1122272221786004,-0.5054123820219871,True
2025-01,Assam,Sribhumi,2,179.0,16.0,59.66666666666666,5.333333333333333,0.8316326530612245,,,0.945520772174221,0.8410438197535068,True
2025-02,Assam,Sribhumi,5,166.0,3.0,27.666666666666668,0.5,0.9588235294117649,-13.0,-13.0,-0.8439530433351062,-1.5206653962920755,True
2025-03,Assam,Sribhumi,4,178.0,12.0,35.6,2.4,0.8691099476439791,12.0,9.0,-0.4003126599067521,-0.5922693596396742,True
2025-04,Assam,Sribhumi,3,139.0,19.0,34.75,4.75,0.7547169811320755,-39.0,7.0,-0.4478455581312187,0.5560099488514539,True
2025-05,Assam,Sribhumi,6,233.0,19.0,33.285714285714285,2.7142857142857144,0.8458498023715415,94.0,0.0,-0.5297299626355518,-0.4387000904189761,True
2025-06,Assam,Sribhumi,4,199.0,18.0,39.8,3.6,0.8302752293577982,-34.0,-1.0,-0.1654442216211531,-0.0059139680697363,True
2025-07,Assam,Sribhumi,1,135.0,14.0,67.5,7.0,0.8066666666666666,-64.0,-4.0,1.383569049929109,1.6554263080450873,True
2025-08,Assam,Sribhumi,6,329.0,13.0,47.0,1.8571428571428568,0.9212827988338192,194.0,-1.0,0.2371873868684457,-0.8575253701117888,True
2025-09,Assam,Sribhumi,3,140.0,20.0,35.0,5.0,0.7453416149068323,-189.0,7.0,-0.4338652939475521,0.678167322095191,True
2025-10,Assam,Sribhumi,1,162.0,12.0,81.0,6.0,0.8571428571428571,22.0,-8.0,2.1385033158471063,1.166796815070139,True
2025-11,Assam,Sribhumi,5,191.0,20.0,31.83333333333333,3.333333333333333,0.8066037735849056,29.0,8.0,-0.610948640273996,-0.1362151661963891,True
2025-12,Assam,Sribhumi,6,140.0,6.0,20.0,0.8571428571428571,0.91156462585034,-51.0,-14.0,-1.2726811449675497,-1.346154863086737,True
2025-01,Assam,Tamulpur District,3,39.0,3.0,9.75,0.75,0.8372093023255814,,,-1.261089031564343,-0.3042379255383821,True
2025-02,Assam,Tamulpur District,6,45.0,5.0,6.428571428571429,0.7142857142857143,0.7843137254901961,6.0,2.0,-1.768718810060346,-0.3318031067113227,True
2025-04,Assam,Tamulpur District,1,37.0,2.0,18.5,1.0,0.875,-8.0,-3.0,0.0762152236132989,-0.1112816573277974,True
2025-05,Assam,Tamulpur District,1,41.0,2.0,20.5,1.0,0.8863636363636364,4.0,0.0,0.3818847676539028,-0.1112816573277974,True
2025-08,Assam,Tamulpur District,2,72.0,2.0,24.0,0.6666666666666666,0.9333333333333332,38.0,-7.0,0.9168064697249596,-0.3685566816085769,True
2025-09,Assam,Tamulpur District,1,52.0,2.0,26.0,1.0,0.9090909090909092,-20.0,0.0,1.2224760137655637,-0.1112816573277974,True
2025-11,Assam,Tamulpur District,1,47.0,0.0,23.5,0.0,0.9791666666666666,-5.0,-2.0,0.8403890837148087,-0.8831067301701359,True
2025-12,Assam,Tamulpur District,2,49.0,2.0,16.333333333333332,0.6666666666666666,0.903846153846154,2.0,2.0,-0.2549267824306888,-0.3685566816085769,True
2025-07,Assam,West Karbi Anglong,5,12.0,91.0,2.0,15.166666666666666,-0.7596153846153846,-44.0,-21.0,-0.0041234979574417,2.5049320176389784,True
2025-10,Assam,West Karbi Anglong,17,14.0,133.0,0.7777777777777778,7.388888888888889,-0.8040540540540541,-22.0,88.0,-1.0881149454206764,0.4619810248312497,True
2025-01,Bihar,Araria,2242,40494.0,106634.0,18.053499777084262,47.54079358002675,-0.4495374807142032,,,0.2388645414028644,3.1276296120728806,True
2025-01,Bihar,Aurangabad,258,30327.0,62952.0,117.0926640926641,243.05791505791507,-0.3497534305317324,,,3.136886895923737,3.174238404328066,True
2025-01,Bihar,Banka,1556,28698.0,67668.0,18.43159922928709,43.460500963391134,-0.4043915448234354,,,0.3474122117423214,3.068748580972246,True
2025-01,Bihar,Begusarai,1032,36073.0,100809.0,34.920619554695065,97.58857696030978,-0.4729294360877538,,,1.9170130125507443,3.113946578981715,True
2025-01,Bihar,Bhabua,1,10.0,1.0,5.0,0.5,0.75,,,1.0868901144533871,-0.0970370847532071,True
2025-08,Bihar,Bhabua,1,9.0,0.0,4.5,0.0,0.9,4.0,-2.0,0.816419763391254,-1.1450376000878446,True
2025-09,Bihar,Bhabua,3,9.0,1.0,2.25,0.25,0.7272727272727273,0.0,1.0,-0.4006968163883457,-0.6210373424205259,True
2025-11,Bihar,Bhabua,1,8.0,0.0,4.0,0.0,0.8888888888888888,-3.0,-3.0,0.5459494123291208,-1.1450376000878446,True
2025-01,Bihar,Bhojpur,1093,36133.0,65202.0,33.02833638025594,59.59963436928702,-0.2868575826951922,,,1.8305680105900968,3.1595848876487223,True
2025-05,Bihar,Bhojpur,326,5513.0,793.0,16.859327217125383,2.4250764525993884,0.7483748216267639,621.0,-277.0,-0.2678841221704077,-0.4245019603298419,True
2025-08,Bihar,Bhojpur,364,6559.0,792.0,17.96986301369863,2.16986301369863,0.7844124047878128,3698.0,-55.0,-0.1237561680506254,-0.4405004597170074,True
2025-01,Bihar,Buxar,148,21661.0,37929.0,145.3758389261745,254.55704697986576,-0.272994244097263,,,3.1446702755111158,3.1727587937081227,True
2025-01,Bihar,Darbhanga,751,38858.0,138865.0,51.672872340425535,184.66090425531917,-0.5627095946523823,,,2.8927510194504973,3.171410167139515,True
2025-04,Bihar,Jehanabad,32,2047.0,451.0,62.03030303030303,13.666666666666666,0.6386554621848739,700.0,-218.0,3.039596949135196,0.6040795295614719,True
2025-01,Bihar,Katihar,1791,50223.0,142772.0,28.026227678571427,79.671875,-0.4795384360297622,,,1.3767807354039447,3.1353060283225527,True
2025-01,Bihar,Khagaria,249,16181.0,53355.0,64.724,213.42,-0.5345930943238851,,,2.969623837067654,3.173687347002465,True
2025-01,Bihar,Kishanganj,121,36650.0,81147.0,300.40983606557376,665.139344262295,-0.377739859759928,,,3.153168376577104,3.174379948328224,True
2025-01,Bihar,Madhepura,194,21786.0,78215.0,111.72307692307692,401.1025641025641,-0.5642787144257115,,,3.1566245350269004,3.1748251372464504,True
2025-08,Bihar,Monghyr,3,18.0,1.0,4.5,0.25,0.85,17.0,1.0,0.6049286415403475,-1.0174396759303974,True
2025-05,Bihar,Nalanda,300,5950.0,893.0,19.76744186046512,2.9667774086378738,0.738895382817066,-1273.0,-510.0,-0.1885064085305245,-0.9056917300339682,True
2025-08,Bihar,Nalanda,345,7344.0,990.0,21.22543352601156,2.861271676300578,0.7623275344931014,5296.0,191.0,-0.0721212571766902,-0.9278942170413546,True
2025-01,Bihar,Nawada,3992,20701.0,60059.0,5.184322564487854,15.04107187578262,-0.4873391859932393,,,-1.2660097826782362,3.085866328052349,True
2025-08,Bihar,Pashchim Champaran,4,90.0,8.0,18.0,1.6,0.8282828282828283,67.0,0.0,0.7740238307160628,-0.9957654854097394,True
2025-08,Bihar,Patna,552,11036.0,1898.0,19.956600361663654,3.4321880650994574,0.7064553536915346,7144.0,-12.0,0.2974935461612065,-1.070536511771671,True
2025-05,Bihar,Purba Champaran,2,45.0,5.0,15.0,1.6666666666666667,0.7843137254901961,14.0,-4.0,1.2729721565844432,-0.5518203796374319,True
2025-08,Bihar,Purba Champaran,2,63.0,8.0,21.0,2.6666666666666665,0.7638888888888888,44.0,-4.0,2.368142545682609,0.0601893906295641,True
2025-10,Bihar,Purba Champaran,4,50.0,7.0,10.0,1.4,0.7413793103448276,6.0,-1.0,0.3603301656693049,-0.7150229850419643,True
2025-01,Bihar,Purnea,8,72.0,3086.0,8.0,342.8888888888889,-0.954099398543843,,,-0.6020626525168388,3.146349956563342,True
2025-01,Bihar,Rohtas,155,25079.0,72349.0,160.76282051282053,463.77564102564105,-0.4851738188834946,,,3.1269269213528665,3.17491825980467,True
2025-01,Bihar,Samastipur,1304,53739.0,138803.0,41.179310344827584,106.3624521072797,-0.4417922230358933,,,2.4879933232983205,3.1640173036073342,True
2025-08,Bihar,Samstipur,2,34.0,4.0,11.333333333333334,1.3333333333333333,0.7692307692307693,20.0,0.0,2.2201465960760807,-0.9935102343292664,True
2025-01,Bihar,Saran,4406,48457.0,95599.0,10.99546176537327,21.69253460403903,-0.3272454653366375,,,-0.1125076497279928,3.013491948445404,True
2025-01,Bihar,Sheikhpura,60,6055.0,24454.0,99.2622950819672,400.88524590163934,-0.6030481809242871,,,3.087213066278516,3.169533620456859,True
2025-01,Bihar,Sheohar,47,9226.0,21517.0,192.20833333333331,448.2708333333333,-0.3997853239656518,,,3.0753514352603117,3.1738879239152493,True
2025-01,Bihar,Siwan,2090,32613.0,80324.0,15.59684361549498,38.41415590626495,-0.4224530273247268,,,0.9118929217881891,3.10130917644936,True
2025-01,Bihar,Supaul,197,33373.0,74931.0,168.55050505050505,378.43939393939394,-0.3837126633119431,,,3.055994939451801,3.17397169539342,True
2025-01,Bihar,Vaishali,862,45657.0,113660.0,52.904982618771726,131.70336037079954,-0.4268381476041627,,,2.956754503065804,3.169848654251769,True
2025-08,Bihar,West Champaran,708,11612.0,1815.0,16.37799717912553,2.559943582510578,0.7295948763777182,6891.0,-69.0,0.355334335044941,-1.3806129417130035,True
2025-01,Chandigarh,Chandigarh,150,57013.0,59544.0,377.569536423841,394.33112582781456,-0.0217145112304603,,,3.160239240118462,3.171529039774507,True
2025-01,Chhattisgarh,Balod,20,32483.0,46786.0,1546.809523809524,2227.904761904762,-0.1804339598839409,,,3.1735151925767333,3.1728941460105045,True
2025-01,Chhattisgarh,Baloda Bazar,638,51035.0,80567.0,79.86697965571204,126.0829420970266,-0.2244021792816273,,,2.1198761573648857,3.053680195407575,True
2025-01,Chhattisgarh,Bastar,65,30482.0,51312.0,461.8484848484849,777.4545454545455,-0.25466104285103,,,3.1628252128597083,3.172941026357792,True
2025-01,Chhattisgarh,Bemetara,51,27172.0,66266.0,522.5384615384615,1274.3461538461538,-0.4183906077761962,,,3.170251024286853,3.1739004368603254,True
2025-01,Chhattisgarh,Dakshin Bastar Dantewada,9,1243.0,16387.0,124.3,1638.7,-0.8589416368895695,,,3.060900680119307,3.1723240376263977,True
2025-01,Chhattisgarh,Dantewada,4,454.0,11513.0,90.8,2302.6,-0.9240474598930482,,,3.154082075793988,3.174774985797662,True
2025-02,Chhattisgarh,Dantewada,13,59.0,351.0,4.214285714285714,25.071428571428573,-0.7104622871046229,-395.0,-11162.0,-0.3070742226273759,-0.2855671045307906,True
2025-09,Chhattisgarh,Dantewada,18,59.0,437.0,3.1052631578947367,23.0,-0.7605633802816901,-89.0,86.0,-0.351406020751461,-0.2887143104814617,True
