year_month,state,district,stat,ml
2025-04,Maharashtra,Chhatrapati Sambhajinagar,1.0,0.0
2025-04,Meghalaya,Eastern West Khasi Hills,1.0,0.0
2025-04,Sikkim,West,1.0,0.0
2025-04,Tamil Nadu,Kallakurichi,1.0,0.0
2025-04,West Bengal,Cooch Behar,1.0,0.0
2025-04,West Bengal,Darjiling,1.0,0.0
2025-04,West Bengal,Koch Bihar,1.0,0.0
2025-04,West Bengal,South Dinajpur,1.0,0.0
2025-05,Andhra Pradesh,Sri Potti Sriramulu Nellore,1.0,0.0
2025-05,Arunachal Pradesh,Kamle,1.0,0.0
2025-05,Assam,Bajali,1.0,0.0
2025-05,Assam,South Salmara Mankachar,1.0,0.0
2025-05,Assam,Sribhumi,1.0,0.0
2025-05,Assam,Tamulpur District,1.0,0.0
2025-05,Bihar,Bhojpur,1.0,0.0
2025-05,Bihar,Nalanda,1.0,0.0
2025-05,Bihar,Purba Champaran,1.0,0.0
2025-05,Chhattisgarh,Khairagarh Chhuikhadan Gandai,1.0,0.0
2025-05,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,1.0,0.0
2025-05,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,1.0,0.0
2025-05,Chhattisgarh,Sakti,1.0,0.0
2025-05,Chhattisgarh,Uttar Bastar Kanker,1.0,0.0
2025-05,Delhi,Shahdara,1.0,0.0
2025-05,Delhi,South East Delhi,1.0,0.0
2025-05,Gujarat,Sabar Kantha,1.0,0.0
2025-05,Karnataka,Bengaluru South,1.0,0.0
2025-05,Karnataka,Haveri *,1.0,0.0
2025-05,Madhya Pradesh,Harda *,1.0,0.0
2025-05,Maharashtra,Akola,1.0,0.0
2025-05,Maharashtra,Chatrapati Sambhaji Nagar,1.0,0.0
2025-05,Maharashtra,Chhatrapati Sambhajinagar,1.0,0.0
2025-05,Maharashtra,Dharashiv,1.0,0.0
2025-05,Maharashtra,Jalgaon,1.0,0.0
2025-05,Maharashtra,Nandurbar,1.0,0.0
2025-05,Maharashtra,Nandurbar *,1.0,0.0
2025-05,Maharashtra,Wardha,1.0,0.0
2025-05,Manipur,Kakching,1.0,0.0
2025-05,Meghalaya,Eastern West Khasi Hills,1.0,0.0
2025-05,Sikkim,Namchi,1.0,0.0
2025-05,Telangana,Jayashankar Bhupalpally,1.0,0.0
2025-05,Telangana,Jogulamba Gadwal,1.0,0.0
2025-05,Telangana,Komaram Bheem,1.0,0.0
2025-05,Telangana,Mulugu,1.0,0.0
2025-05,Telangana,Nagarkurnool,1.0,0.0
2025-05,Telangana,Narayanpet,1.0,0.0
2025-05,Telangana,Rangareddy,1.0,0.0
2025-05,Telangana,Siddipet,1.0,0.0
2025-05,Telangana,Vikarabad,1.0,0.0
2025-05,Telangana,Wanaparthy,1.0,0.0
2025-05,Telangana,Yadadri.,1.0,0.0
2025-05,West  Bengal,Hooghly,1.0,0.0
2025-05,West Bengal,Dakshin Dinajpur,1.0,0.0
2025-05,West Bengal,Darjiling,1.0,0.0
2025-05,West Bengal,Koch Bihar,1.0,0.0
2025-05,West Bengal,MALDA,1.0,0.0
2025-05,West Bengal,North Dinajpur,1.0,0.0
2025-05,West Bengal,South Dinajpur,1.0,0.0
2025-06,Assam,Bajali,1.0,0.0
2025-06,Assam,Dima Hasao,1.0,0.0
2025-06,Assam,Sribhumi,1.0,0.0
2025-06,Chhattisgarh,Khairagarh Chhuikhadan Gandai,1.0,0.0
2025-06,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,1.0,0.0
2025-06,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,1.0,0.0
2025-06,Chhattisgarh,Sakti,1.0,0.0
2025-06,Chhattisgarh,Sarangarh-Bilaigarh,1.0,0.0
2025-06,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,1.0,0.0
2025-06,Dadra and Nagar Haveli and Daman and Diu,Diu,1.0,0.0
2025-06,Delhi,South East Delhi,1.0,0.0
2025-06,Jharkhand,Pakaur,1.0,0.0
2025-06,Karnataka,Bengaluru South,1.0,0.0
2025-06,Maharashtra,Chhatrapati Sambhajinagar,1.0,0.0
2025-06,Maharashtra,Dharashiv,1.0,0.0
2025-06,Manipur,Chandel,1.0,0.0
2025-06,Manipur,Ukhrul,1.0,0.0
2025-06,Meghalaya,Eastern West Khasi Hills,1.0,0.0
2025-06,Mizoram,Khawzawl,1.0,0.0
2025-06,Nagaland,Chumukedima,1.0,0.0
2025-06,Nagaland,Shamator,1.0,0.0
2025-06,Orissa,Sonapur,1.0,0.0
2025-06,Telangana,Rangareddy,1.0,0.0
2025-06,Telangana,Vikarabad,1.0,0.0
2025-06,Uttar Pradesh,Kushinagar *,1.0,0.0
2025-06,West Bengal,Cooch Behar,1.0,0.0
2025-06,West Bengal,Darjiling,1.0,0.0
2025-06,West Bengal,HOWRAH,1.0,0.0
2025-06,West Bengal,Hugli,1.0,0.0
2025-06,West Bengal,Jalpaiguri,1.0,0.0
2025-06,West Bengal,Jhargram,1.0,0.0
2025-06,West Bengal,Kalimpong,1.0,0.0
2025-06,West Bengal,Koch Bihar,1.0,0.0
2025-06,West Bengal,Purba Bardhaman,1.0,0.0
2025-06,West Bengal,Purulia,1.0,0.0
2025-06,West Bengal,South Dinajpur,1.0,0.0
2025-07,Andhra Pradesh,Anakapalli,1.0,0.0
2025-07,Andhra Pradesh,Annamayya,1.0,0.0
2025-07,Andhra Pradesh,Bapatla,1.0,0.0
2025-07,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,1.0,0.0
2025-07,Andhra Pradesh,Eluru,1.0,0.0
2025-07,Andhra Pradesh,Kakinada,1.0,0.0
2025-07,Andhra Pradesh,N. T. R,1.0,0.0
2025-07,Andhra Pradesh,Nandyal,1.0,0.0
2025-07,Andhra Pradesh,Palnadu,1.0,0.0
2025-07,Andhra Pradesh,Sri Potti Sriramulu Nellore,1.0,0.0
2025-07,Andhra Pradesh,Sri Sathya Sai,1.0,0.0
2025-07,Andhra Pradesh,Tirupati,1.0,0.0
2025-07,Arunachal Pradesh,Kurung Kumey,1.0,0.0
2025-07,Arunachal Pradesh,Namsai,1.0,0.0
2025-07,Arunachal Pradesh,West Siang,1.0,0.0
2025-07,Assam,Sribhumi,1.0,0.0
2025-07,Assam,West Karbi Anglong,1.0,0.0
2025-07,Chhattisgarh,Khairagarh Chhuikhadan Gandai,1.0,0.0
2025-07,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,1.0,0.0
2025-07,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,1.0,0.0
2025-07,Chhattisgarh,Narayanpur,1.0,0.0
2025-07,Chhattisgarh,Sakti,1.0,0.0
2025-07,Delhi,South East Delhi,1.0,0.0
2025-07,Jammu and Kashmir,Punch,1.0,0.0
2025-07,Jammu and Kashmir,Ramban,1.0,0.0
2025-07,Jharkhand,Pakaur,1.0,0.0
2025-07,Karnataka,Bengaluru South,1.0,0.0
2025-07,Madhya Pradesh,Mauganj,1.0,0.0
2025-07,Madhya Pradesh,Niwari,1.0,0.0
2025-07,Maharashtra,Bid,1.0,0.0
2025-07,Maharashtra,Chatrapati Sambhaji Nagar,1.0,0.0
2025-07,Maharashtra,Chhatrapati Sambhajinagar,1.0,0.0
2025-07,Maharashtra,Raigad,1.0,0.0
2025-07,Manipur,Jiribam,1.0,0.0
2025-07,Manipur,Kakching,1.0,0.0
2025-07,Meghalaya,East Garo Hills,1.0,0.0
2025-07,Meghalaya,Eastern West Khasi Hills,1.0,0.0
2025-07,Meghalaya,West Khasi Hills,1.0,0.0
2025-07,Mizoram,Khawzawl,1.0,0.0
2025-07,Nagaland,Chumukedima,1.0,0.0
2025-07,Nagaland,Phek,1.0,0.0
2025-07,Nagaland,Shamator,1.0,0.0
2025-07,Nagaland,Wokha,1.0,0.0
2025-07,Punjab,Kapurthala,1.0,0.0
2025-07,Sikkim,North Sikkim,1.0,0.0
2025-07,Tamil Nadu,Chengalpattu,1.0,0.0
2025-07,Telangana,Komaram Bheem,1.0,0.0
2025-07,Telangana,Medchal-malkajgiri,1.0,0.0
2025-07,Telangana,Mulugu,1.0,0.0
2025-07,Telangana,Narayanpet,1.0,0.0
2025-07,Telangana,Vikarabad,1.0,0.0
2025-07,Telangana,Yadadri.,1.0,0.0
2025-07,Uttar Pradesh,Bhadohi,1.0,0.0
2025-07,West Bengal,Darjiling,1.0,0.0
2025-07,West Bengal,Koch Bihar,1.0,0.0
2025-07,West Bengal,South Dinajpur,1.0,0.0
2025-08,Arunachal Pradesh,Tawang,1.0,0.0
2025-08,Assam,Bajali,1.0,0.0
2025-08,Assam,South Salmara Mankachar,1.0,0.0
2025-08,Assam,Sribhumi,1.0,0.0
2025-08,Assam,Tamulpur District,1.0,0.0
2025-08,Bihar,Bhabua,1.0,0.0
2025-08,Bihar,Bhojpur,1.0,0.0
2025-08,Bihar,Monghyr,1.0,0.0
2025-08,Bihar,Nalanda,1.0,0.0
2025-08,Bihar,Pashchim Champaran,1.0,0.0
2025-08,Bihar,Patna,1.0,0.0
2025-08,Bihar,Purba Champaran,1.0,0.0
2025-08,Bihar,Samstipur,1.0,0.0
2025-08,Bihar,West Champaran,1.0,0.0
2025-08,Chhattisgarh,Khairagarh Chhuikhadan Gandai,1.0,0.0
2025-08,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,1.0,0.0
2025-08,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,1.0,0.0
2025-08,Chhattisgarh,Sakti,1.0,0.0
2025-08,Chhattisgarh,Sarangarh-Bilaigarh,1.0,0.0
2025-08,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,1.0,0.0
2025-08,Dadra and Nagar Haveli and Daman and Diu,Daman,1.0,0.0
2025-08,Delhi,Shahdara,1.0,0.0
2025-08,Delhi,South East Delhi,1.0,0.0
2025-08,Karnataka,Bengaluru South,1.0,0.0
2025-08,Maharashtra,Chatrapati Sambhaji Nagar,1.0,0.0
2025-08,Maharashtra,Chhatrapati Sambhajinagar,1.0,0.0
2025-08,Maharashtra,Dharashiv,1.0,0.0
2025-08,Manipur,Kakching,1.0,0.0
2025-08,Meghalaya,Eastern West Khasi Hills,1.0,0.0
2025-08,Mizoram,Saitual,1.0,0.0
2025-08,Nagaland,Niuland,1.0,0.0
2025-08,Telangana,Jayashankar Bhupalpally,1.0,0.0
2025-08,Telangana,Mahabubabad,1.0,0.0
2025-08,Telangana,Narayanpet,1.0,0.0
2025-08,Telangana,Rangareddy,1.0,0.0
2025-08,Telangana,Suryapet,1.0,0.0
2025-08,Telangana,Vikarabad,1.0,0.0
2025-08,Telangana,Warangal Rural,1.0,0.0
2025-08,Telangana,Yadadri.,1.0,0.0
2025-08,Uttar Pradesh,Ayodhya,1.0,0.0
2025-08,West Bengal,Cooch Behar,1.0,0.0
2025-08,West Bengal,Darjiling,1.0,0.0
2025-08,West Bengal,Jalpaiguri,1.0,0.0
2025-08,West Bengal,Kalimpong,1.0,0.0
2025-08,West Bengal,Koch Bihar,1.0,0.0
2025-08,West Bengal,North Dinajpur,1.0,0.0
2025-08,West Bengal,South Dinajpur,1.0,0.0
2025-09,Assam,South Salmara Mankachar,1.0,0.0
2025-09,Assam,Sribhumi,1.0,0.0
2025-09,Assam,Tamulpur District,1.0,0.0
2025-09,Bihar,Bhabua,1.0,0.0
2025-09,Chhattisgarh,Dantewada,1.0,0.0
2025-09,Chhattisgarh,Khairagarh Chhuikhadan Gandai,1.0,0.0
2025-09,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,1.0,0.0
2025-09,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,1.0,0.0
2025-09,Chhattisgarh,Narayanpur,1.0,0.0
2025-09,Chhattisgarh,Sakti,1.0,0.0
2025-09,Chhattisgarh,Sarangarh-Bilaigarh,1.0,0.0
2025-09,Dadra and Nagar Haveli and Daman and Diu,Diu,1.0,0.0
2025-09,Delhi,South East Delhi,1.0,0.0
2025-09,Karnataka,Bengaluru South,1.0,0.0
2025-09,Madhya Pradesh,Harda,1.0,0.0
2025-09,Meghalaya,Eastern West Khasi Hills,1.0,0.0
2025-09,Nagaland,Meluri,1.0,0.0
2025-09,Rajasthan,Deeg ,1.0,0.0
2025-09,Sikkim,Namchi,1.0,0.0
2025-09,Telangana,Jayashankar Bhupalpally,1.0,0.0
2025-09,Telangana,Narayanpet,1.0,0.0
2025-09,Telangana,Vikarabad,1.0,0.0
2025-09,West Bengal,Darjiling,1.0,0.0
2025-09,West Bengal,Koch Bihar,1.0,0.0
2025-09,West Bengal,North Dinajpur,1.0,0.0
2025-10,Assam,Bajali,1.0,0.0
2025-10,Assam,Sribhumi,1.0,0.0
2025-10,Assam,West Karbi Anglong,1.0,0.0
2025-10,Bihar,Purba Champaran,1.0,0.0
2025-10,Chhattisgarh,Dantewada,1.0,0.0
2025-10,Chhattisgarh,Khairagarh Chhuikhadan Gandai,1.0,0.0
2025-10,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,1.0,0.0
2025-10,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,1.0,0.0
2025-10,Chhattisgarh,Sarangarh-Bilaigarh,1.0,0.0
2025-10,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,1.0,0.0
2025-10,Dadra and Nagar Haveli and Daman and Diu,Daman,1.0,0.0
2025-10,Delhi,Shahdara,1.0,0.0
2025-10,Karnataka,Bengaluru South,1.0,0.0
2025-10,Madhya Pradesh,Mauganj,1.0,0.0
2025-10,Maharashtra,Chatrapati Sambhaji Nagar,1.0,0.0
2025-10,Maharashtra,Chhatrapati Sambhajinagar,1.0,0.0
2025-10,Maharashtra,Dharashiv,1.0,0.0
2025-10,Manipur,Bishnupur,1.0,0.0
2025-10,Meghalaya,East Garo Hills,1.0,0.0
2025-10,Meghalaya,Eastern West Khasi Hills,1.0,0.0
2025-10,Meghalaya,North Garo Hills,1.0,0.0
2025-10,Nagaland,Meluri,1.0,0.0
2025-10,West Bengal,Cooch Behar,1.0,0.0
2025-10,West Bengal,Darjiling,1.0,0.0
2025-10,West Bengal,Jalpaiguri,1.0,0.0
2025-10,West Bengal,Koch Bihar,1.0,0.0
2025-10,West Bengal,North Dinajpur,1.0,0.0
2025-10,West Bengal,South Dinajpur,1.0,0.0
2025-11,Arunachal Pradesh,Kurung Kumey,1.0,0.0
2025-11,Assam,South Salmara Mankachar,1.0,0.0
2025-11,Assam,Sribhumi,1.0,0.0
2025-11,Assam,Tamulpur District,1.0,0.0
2025-11,Bihar,Bhabua,1.0,0.0
2025-11,Chhattisgarh,Khairagarh Chhuikhadan Gandai,1.0,0.0
2025-11,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,1.0,0.0
2025-11,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,1.0,0.0
2025-11,Chhattisgarh,Sarangarh-Bilaigarh,1.0,0.0
2025-11,Dadra and Nagar Haveli and Daman and Diu,Daman,1.0,0.0
2025-11,Delhi,Shahdara,1.0,0.0
2025-11,Delhi,South East Delhi,1.0,0.0
2025-11,Jammu and Kashmir,Kulgam,1.0,0.0
2025-11,Jammu and Kashmir,Shupiyan,1.0,0.0
2025-11,Karnataka,Bengaluru South,1.0,0.0
2025-11,Meghalaya,East Garo Hills,1.0,0.0
2025-11,Meghalaya,Eastern West Khasi Hills,1.0,0.0
2025-11,Meghalaya,South Garo Hills,1.0,0.0
2025-11,Mizoram,Khawzawl,1.0,0.0
2025-11,Nagaland,Chumukedima,1.0,0.0
2025-11,Rajasthan,Jaisalmer,1.0,0.0
2025-11,Sikkim,Namchi,1.0,0.0
2025-11,Uttar Pradesh,Bulandshahar,1.0,0.0
2025-11,West Bengal,Koch Bihar,1.0,0.0
2025-12,Arunachal Pradesh,Kurung Kumey,1.0,0.0
2025-12,Assam,Bajali,1.0,0.0
2025-12,Assam,Dima Hasao,1.0,0.0
2025-12,Assam,North Cachar Hills,1.0,0.0
2025-12,Assam,Sribhumi,1.0,0.0
2025-12,Assam,Tamulpur District,1.0,0.0
2025-12,Chhattisgarh,Khairagarh Chhuikhadan Gandai,1.0,0.0
2025-12,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,1.0,0.0
2025-12,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,1.0,0.0
2025-12,Chhattisgarh,Sakti,1.0,0.0
2025-12,Chhattisgarh,Sarangarh-Bilaigarh,1.0,0.0
2025-12,Delhi,South East Delhi,1.0,0.0
2025-12,Karnataka,Bengaluru South,1.0,0.0
2025-12,Maharashtra,Chatrapati Sambhaji Nagar,1.0,0.0
2025-12,Maharashtra,Chhatrapati Sambhajinagar,1.0,0.0
2025-12,Maharashtra,Dharashiv,1.0,0.0
2025-12,Meghalaya,Eastern West Khasi Hills,1.0,0.0
2025-12,Nagaland,Meluri,1.0,0.0
2025-12,Rajasthan,Jalore,1.0,0.0
2025-12,Telangana,Jayashankar Bhupalpally,1.0,0.0
2025-12,Telangana,Narayanpet,1.0,0.0
2025-12,Telangana,Rangareddy,1.0,0.0
2025-12,Telangana,Vikarabad,1.0,0.0
2025-12,Telangana,Wanaparthy,1.0,0.0
2025-12,West  Bengal,Hooghly,1.0,0.0
2025-12,West Bengal,Cooch Behar,1.0,0.0
2025-12,West Bengal,Koch Bihar,1.0,0.0
